type,id,name,current_email,backup_timestamp
student,97aec1ae-2bd7-4afc-aca0-dc1e1e2e4c0a,Victoria Opoku,victoria.opoku@student.fairview-school.ng,20260809_084552
student,fb48438e-2ad9-4cf8-9190-08ffa52cce87,Victoria Opoku,victoria.opoku@student.fairview-school.ng,20260809_084552
student,0e05e448-a3a1-4928-bd5c-07ab7b5ac117,Victoria Opoku,victoria.opoku@student.fairview-school.ng,20260809_084552
student,fb027338-17bb-4b4a-9bfd-4f24937edfd1,Victoria Usman,victoria.usman@student.fairview-school.ng,20260809_084552
student,4888168c-da8a-4e5e-a1b7-7d7b7a021ea9,Wale Adebanjo,wale.adebanjo@student.fairview-school.ng,20260809_084552
student,4fbc4774-a090-4439-b463-a09aa1cbaee0,Wale Adomako,wale.adomako@student.fairview-school.ng,20260809_084552
student,4bcc2bf1-bdb9-49fb-91eb-5e20a288bee3,Wale Adomako,wale.adomako@student.fairview-school.ng,20260809_084552
student,a5a02a60-c594-4913-954c-38837ac2261b,Wale Mohammed,wale.mohammed@student.fairview-school.ng,20260809_084552
student,cd4c931b-1d33-4028-8c99-9381b3d4915b,Wale Okafor,wale.okafor@student.fairview-school.ng,20260809_084552
student,8961f0ea-5b24-4afd-aed1-37943044065f,Wale Okafor,wale.okafor@student.fairview-school.ng,20260809_084552
student,4a8f6239-fe14-485e-acf0-13e55c9e06fe,Wale Okoro,wale.okoro@student.fairview-school.ng,20260809_084552
student,7f55d028-5863-46b2-ad66-8e420e9128b2,Whitney Fasola,whitney.fasola@student.fairview-school.ng,20260809_084552
student,93f90b1d-dc29-4fbd-8403-468086a0a5f8,Whitney Mohammed,whitney.mohammed@student.fairview-school.ng,20260809_084552
student,7bdb9924-9204-4a1a-be1e-522b51e0d843,Whitney Oladele,whitney.oladele@student.fairview-school.ng,20260809_084552
student,5ee067ba-b542-4d41-a9ac-0f6b3dc552ff,Whitney Olagoke,whitney.olagoke@student.fairview-school.ng,20260809_084552
student,21533716-f130-4a3e-bc13-7de282595981,Xavier Abioye,xavier.abioye@student.fairview-school.ng,20260809_084552
student,4c148cae-a79c-4a87-9861-a72647bfbad3,Xavier Adebanjo,xavier.adebanjo@student.fairview-school.ng,20260809_084552
student,37188615-e13c-4a2b-b327-cdcad0ef4d10,Xavier Adebanjo,xavier.adebanjo@student.fairview-school.ng,20260809_084552
student,587662bb-a418-4285-b845-d27e38215733,Xavier Adeyemi,xavier.adeyemi@student.fairview-school.ng,20260809_084552
student,9f8c7e93-9d7a-40ff-a87a-c05daa424a43,Xavier Agbaje,xavier.agbaje@student.fairview-school.ng,20260809_084552
student,7505e623-f24a-427c-bbbe-96aec46259d3,Xavier Anyanwu,xavier.anyanwu@student.fairview-school.ng,20260809_084552
student,612d825a-4ec1-4cf9-bfa7-2069fb4b936a,Xavier Asante,xavier.asante@student.fairview-school.ng,20260809_084552
student,181e0998-b8c6-48b8-86d4-94cebd510a2a,Xavier Bello,xavier.bello@student.fairview-school.ng,20260809_084552
student,c18efce5-b38b-4c64-8c1b-ba72f037e8df,Xavier Dada,xavier.dada@student.fairview-school.ng,20260809_084552
student,61b13e3c-388e-4ade-a14f-fb88af66087d,Xavier Hassan,xavier.hassan@student.fairview-school.ng,20260809_084552
student,489b42a8-038e-4dda-86a8-9e313f42da2d,Xavier Hassan,xavier.hassan@student.fairview-school.ng,20260809_084552
student,13ab1e88-36df-4d0b-98c3-bfdb17db9607,Xavier Ibrahim,xavier.ibrahim@student.fairview-school.ng,20260809_084552
student,391e8be2-7eaf-44d6-8988-41a51e8e56a9,Xavier Mohammed,xavier.mohammed@student.fairview-school.ng,20260809_084552
student,c8ac5985-2eff-4ed4-9f3e-e6d8b5ec8867,Xavier Okonkwo,xavier.okonkwo@student.fairview-school.ng,20260809_084552
student,b23ac5bb-cca0-432e-b6be-3d30a64f5bd1,Xavier Oluwaseun,xavier.oluwaseun@student.fairview-school.ng,20260809_084552
student,5607c154-4b80-4bf0-9c59-8baa4b7f725b,Xavier Usman,xavier.usman@student.fairview-school.ng,20260809_084552
student,64f16f43-da1d-40f8-aed3-5d1a0ef893a8,Yemi Abioye,yemi.abioye@student.fairview-school.ng,20260809_084552
student,0c513d0a-01d8-4851-8e9f-e08572c4a25e,Yemi Adomako,yemi.adomako@student.fairview-school.ng,20260809_084552
student,44b1aae5-56ef-4ece-8a1f-bb7a209db407,Yemi Anyanwu,yemi.anyanwu@student.fairview-school.ng,20260809_084552
student,11a52bae-1a6a-4a21-9502-9aa8116debda,Yemi Bello,yemi.bello@student.fairview-school.ng,20260809_084552
student,908daa9f-ef9d-4ec8-91c6-6c771d7f169e,Yemi Hassan,yemi.hassan@student.fairview-school.ng,20260809_084552
student,b5c3f434-9f5d-4ea5-a9ea-7014d2806e5e,Yemi Mensah,yemi.mensah@student.fairview-school.ng,20260809_084552
student,8942327e-42eb-4c43-8982-078d88f6e729,Yemi Okoro,yemi.okoro@student.fairview-school.ng,20260809_084552
student,b28f8fce-435c-4149-9dbf-93ddc5d535e0,Yemi Okoro,yemi.okoro@student.fairview-school.ng,20260809_084552
student,da6a00d6-e900-4754-9153-a861a54de650,Yusuf Ahmed,yusuf.ahmed@student.fairview-school.ng,20260809_084552
student,aba1a378-9180-4358-bac4-12fbf15b49dd,Yusuf Anyanwu,yusuf.anyanwu@student.fairview-school.ng,20260809_084552
student,cf5d845b-1c07-467f-9930-5e271faceac9,Yusuf Anyanwu,yusuf.anyanwu@student.fairview-school.ng,20260809_084552
student,ba53dcc4-7a58-4430-aa7e-bad15bf792eb,Yusuf Bello,yusuf.bello@student.fairview-school.ng,20260809_084552
student,543f8dbf-9985-44a9-a3f6-667b06be4217,Yusuf Dada,yusuf.dada@student.fairview-school.ng,20260809_084552
student,39e7a092-5b0e-4a5d-814e-4cdc2f0c5c97,Yusuf Fasola,yusuf.fasola@student.fairview-school.ng,20260809_084552
student,a8589486-af3e-4704-a5b4-e063de4ed63e,Yusuf Fasola,yusuf.fasola@student.fairview-school.ng,20260809_084552
student,23b76249-f216-4b02-99c1-91db35faeab0,Yusuf Oladele,yusuf.oladele@student.fairview-school.ng,20260809_084552
student,474e38a9-36cc-4078-a74c-5813f72120f0,Yusuf Oladele,yusuf.oladele@student.fairview-school.ng,20260809_084552
student,65e01a66-9fee-46c8-a526-db85d41d711d,Yusuf Olagoke,yusuf.olagoke@student.fairview-school.ng,20260809_084552
student,7eb2c7e0-fb7c-45af-bb86-8407085079a6,Yusuf Olagoke,yusuf.olagoke@student.fairview-school.ng,20260809_084552
student,687b45c1-dc42-4c0a-9172-eb0da33fe71b,Yusuf Oluwaseun,yusuf.oluwaseun@student.fairview-school.ng,20260809_084552
student,ac47b5cf-437f-4571-adbe-23b69c4db20e,Zainab Abioye,zainab.abioye@student.fairview-school.ng,20260809_084552
student,030d4481-b0b9-4f96-ae88-92a9e7f1feba,Zainab Adebanjo,zainab.adebanjo@student.fairview-school.ng,20260809_084552
student,e4f1038d-1e45-4da9-b00e-4c6093e264a7,Zainab Adebanjo,zainab.adebanjo@student.fairview-school.ng,20260809_084552
student,69aeac89-d4c3-4a1d-96c0-15efda5b26b9,Zainab Ahmed,zainab.ahmed@student.fairview-school.ng,20260809_084552
student,847696f1-fce4-46fe-905e-62e1ea96ef6e,Zainab Ahmed,zainab.ahmed@student.fairview-school.ng,20260809_084552
student,8408bad9-6695-488c-8120-af778d6abb33,Zainab Bamigboye,zainab.bamigboye@student.fairview-school.ng,20260809_084552
student,44abd5c2-d06c-4d25-b2e4-5aa2c41d1bad,Zainab Dada,zainab.dada@student.fairview-school.ng,20260809_084552
student,dcacc58e-b4d2-49ba-bc48-697bec02731f,Zainab Mohammed,zainab.mohammed@student.fairview-school.ng,20260809_084552
student,de7858c4-c8a9-498e-9228-0176bb006aad,Zainab Obi,zainab.obi@student.fairview-school.ng,20260809_084552
student,fec1f60e-effd-452c-84fc-3dc78103afe5,Zainab Obi,zainab.obi@student.fairview-school.ng,20260809_084552
student,7d511969-acbf-47a1-8226-88dc12a6851e,Zainab Obi,zainab.obi@student.fairview-school.ng,20260809_084552
student,ada173f4-c760-4292-8067-3721830d0a56,Zainab Okoro,zainab.okoro@student.fairview-school.ng,20260809_084552
student,4d457e2c-ed8e-4131-b189-d71b0b2ad0a5,Zainab Oluwaseun,zainab.oluwaseun@student.fairview-school.ng,20260809_084552
staff,29e0ec00-a5fc-4d50-a83a-c58de672a4e1,Ayoade Ndiaye,ict@fairview-school.ng,20260809_084552
staff,5b987e2d-b21a-4400-a46a-3096a50ec2ca,Chisom Ndiaye,english@fairviewschoolng.com,20260809_084552
staff,62a78b54-6e1f-4880-8548-b16d9cf23350,Chukwu Abioye,chemistry@fairview-school.ng,20260809_084552
staff,85a1af34-5a1c-433c-9b89-a639b7349817,Chukwu Bamigboye,geography@fairview-school.ng,20260809_084552
staff,026a3f76-fc4e-43e3-913f-87b3a8f707aa,David Anyanwu,mathematics@fairview-school.ng,20260809_084552
staff,3b98a7a1-8f6d-4bf3-b1cf-0fb22c134bef,Dr. Adeyemi Okafor,principal@fairview-school.ng,20260809_084552
staff,8bfd5437-8bcd-4fc2-90fb-60a05a6f16d4,Dr. Adeyemi Okafor,principal@fairviewschoolng.com,20260809_084552
staff,2e5b826c-cc81-4398-9862-06b0a3492e50,Femi Dada,economics@fairview-school.ng,20260809_084552
staff,493f0706-c3fa-4a89-a535-3382080d6d53,Femi Ndiaye,english@fairview-school.ng,20260809_084552
staff,74305496-8613-4169-97cc-c42c18260dde,HR Manager,hr@fairviewschoolng.com,20260809_084552
staff,8921f374-d12e-4f62-941c-14edad948370,Kamara Agbaje,government@fairviewschoolng.com,20260809_084552
staff,cf65e0a9-4719-474e-b812-9205c6ab72c9,Kamara Ahmed,crs@fairview-school.ng,20260809_084552
staff,aa9305ea-fea9-4528-bbc8-ef41295dea1a,Nonso Oluwaseun,physics@fairview-school.ng,20260809_084552
staff,fcbd8a43-5fd2-4aef-a3ea-dddc61c00ab0,OLUWASOJI OLABODE ADEKUOROYE,mroluwasoji@gmail.com,20260809_084552
staff,fde01b6f-1c5f-4093-ba50-f1929f16abd9,Obinna Olagoke,biology@fairview-school.ng,20260809_084552
staff,b116b067-ca4f-4361-bf1a-54d8f234bd91,Pelumi Mensah,physics@fairviewschoolng.com,20260809_084552
staff,dae9d140-85da-4d7c-92f7-559083f88e9a,Quarry Agbaje,crs@fairviewschoolng.com,20260809_084552
staff,dc825943-0886-4bc8-8712-9b3febef0293,Quarry Asante,ict@fairviewschoolng.com,20260809_084552
staff,cc7c185d-d8ea-4aee-8508-c1c68c09570a,Quarry Tope,geography@fairviewschoolng.com,20260809_084552
staff,d05b7973-ef9b-46af-ba58-f428cbbbf4ae,Rasiq Okoro,biology@fairviewschoolng.com,20260809_084552
staff,9e53154f-d7da-4221-b6fd-c0b4cc07d7d8,SHAMMAH ANGAYE,shamzyjayy@gmail.com,20260809_084552
staff,acb350b8-7edb-46d0-bd9b-2f2777d67a87,School Administrator,admin@fairviewschoolng.com,20260809_084552
staff,9efb6c02-a9df-4cbf-9092-718c617f2841,Shammah Angaye,headadmin@fairviewschoolng.com,20260809_084552
staff,0388a82f-3d8a-4737-a39f-117b00182e9f,Test Parent,parent@fairviewschoolng.com,20260809_084552
staff,fbe09e7b-93d0-4bbe-b5eb-fac84f1672ef,Tunde Adeleke,economics@fairviewschoolng.com,20260809_084552
staff,052e3f5b-5d17-475c-9e01-78b0e608f0c1,Umar Egbunike,government@fairview-school.ng,20260809_084552
staff,2081eeed-d7e8-44fc-b0fc-5dd6526c75d4,Vince Ahmed,chemistry@fairviewschoolng.com,20260809_084552
staff,b2e8ef3a-0e3f-458c-8700-ae501a2a6d19,Xavier Mensah,mathematics@fairviewschoolng.com,20260809_084552
